,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
Label,B,B,C,A,C,A,B,A,A,B,B,A,C,B,A,B,C,B,A,C,C,B,B,A,B,B,A,B,A,A,C,B,C,C,C,C,B,A,C,B,A,C,A,C,C,C,B,B,B,C,A,C,C,A,B,A,B,B,A,A,B,C,C,C,B,B,B,B,C,A
['1+205'],151238.745,32826.496,0.0,47910.998,77993.503,25593.688,23926.144,23593.928,42942.382,34293.56,37767.668,68417.282,47423.613,0.0,39717.228,25233.078,13617.888,17445.224,16130.326,0.0,9513.133,13872.858,15213.586,8007.205,9425.288,0.0,50892.985,16105.786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9863.088,7461.344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16060.244,12297.647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['1+206'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30458.807,75278.5,88244.968,57264.648,33723.689,0.0,141343.443,72392.334,67848.306,0.0,31018.957,0.0,0.0,24826.795,0.0,17154.757,26132.361,38648.881,8976.784,49673.433,23791.562,28868.719,0.0,0.0,34023.215,24359.525,62751.409,36179.549,39139.409,24217.791,0.0,0.0,32058.074,103879.659,73881.129,0.0,30028.458,55034.364,37922.717,40905.977,47147.854,16598.577,19461.652,0.0,38902.37,47021.568,37862.027,69552.708,27854.031,44630.681
['1+207'],0.0,46220.94,0.0,0.0,0.0,39944.22,0.0,0.0,387876.078,423305.393,479120.958,0.0,0.0,0.0,560808.589,552339.085,0.0,413537.59,419830.779,0.0,0.0,440014.822,347519.166,356625.463,609832.189,0.0,561445.064,386768.344,246585.025,497204.433,0.0,230902.145,0.0,0.0,0.0,0.0,121834.497,435358.082,0.0,289940.589,220040.765,0.0,216490.898,0.0,0.0,0.0,268277.888,287258.097,225628.989,0.0,0.0,0.0,0.0,0.0,299311.989,0.0,258874.338,322797.432,234648.835,279568.507,288361.965,0.0,0.0,0.0,248806.836,181733.164,346139.317,480202.31,0.0,426780.315
['1+208'],338059.77,139026.209,0.0,60193.654,0.0,0.0,35559.927,17459.497,30736.934,88062.199,34558.633,28869.337,4211.19,790182.874,122910.045,150335.185,0.0,151048.078,50419.828,4183.485,0.0,50997.057,146386.706,85612.85,146615.799,333022.187,22822.669,134462.429,54183.919,44688.827,0.0,220573.14,0.0,0.0,0.0,0.0,119312.83,86538.007,0.0,122521.56,0.0,0.0,171878.099,0.0,0.0,0.0,0.0,58595.505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37749.036,62485.537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['1+209'],55176.644,88652.683,38937.935,64634.827,51483.257,81009.338,0.0,53333.166,55423.44,0.0,0.0,31339.493,153199.193,0.0,0.0,316497.469,0.0,304012.167,67485.805,28549.526,89104.924,561709.424,22531.004,329955.68,313711.748,0.0,514235.757,245831.718,122803.016,156212.833,165249.347,138905.029,70594.985,67683.907,46563.387,83034.377,82426.797,42021.288,152622.791,43945.643,41659.315,85493.066,125901.764,343839.404,0.0,0.0,0.0,38205.006,0.0,420154.476,0.0,163084.359,1001147.25,158454.714,101158.176,0.0,193649.989,33922.483,192690.234,0.0,64459.068,587698.673,524691.006,572956.528,0.0,0.0,121680.037,59617.851,735331.758,0.0
['1+210'],47306.52,49256.869,35923.291,47455.718,45470.183,55318.911,48096.552,33326.082,39220.388,0.0,24594.992,46080.933,80033.343,0.0,70203.221,69748.776,94360.092,82280.985,70121.941,97187.546,116622.212,62297.467,60787.383,56927.258,56337.181,0.0,62420.626,64987.464,28834.232,28812.756,41687.774,35175.82,29395.114,49345.413,50230.655,42241.619,30702.88,33151.034,43232.143,32744.18,28160.081,90501.223,26709.221,44511.983,48351.162,41349.853,30124.086,13977.97,25437.806,50650.697,0.0,43666.463,94324.964,0.0,17103.346,0.0,28327.309,28824.082,16962.124,19822.444,25018.731,20151.391,26777.492,21199.071,20548.101,13635.774,23686.994,23104.429,38254.985,27881.373
['1+211'],28161.587,26957.211,17288.635,26867.366,21276.874,39471.672,26869.447,44757.786,0.0,35622.686,30052.88,41580.399,23763.611,0.0,26457.709,21556.25,16695.565,30869.617,32032.96,16472.645,18592.611,23625.41,30796.842,20994.905,34886.873,0.0,31894.428,52127.754,10402.718,0.0,0.0,0.0,0.0,12297.967,0.0,0.0,0.0,15188.095,10457.368,0.0,14205.905,23063.463,17235.205,21883.597,17039.269,28900.014,0.0,33160.281,24833.071,29001.231,0.0,64336.295,85791.869,69554.215,42755.589,0.0,104651.104,59070.439,60975.321,62663.873,26784.346,43000.326,0.0,0.0,17741.315,0.0,0.0,0.0,49413.005,23801.935
['1+212'],267425.403,249980.583,263895.156,336316.245,0.0,28.583,0.0,299461.169,312554.436,288757.663,332999.874,323483.706,356896.401,41464.288,184906.498,186773.176,178481.536,189039.604,187457.994,204027.386,181089.787,167823.537,139542.419,0.0,169032.438,0.0,214308.214,0.0,228259.716,144467.587,112221.858,215139.247,145961.064,148045.526,0.0,104377.873,226095.269,0.0,0.0,189816.239,176751.817,0.0,129755.399,0.0,0.0,161226.145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96635.369,0.0,0.0,0.0,0.0,0.0,0.0,56055.813,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['1+213'],19048.684,17248.319,11704.381,12893.283,9551.469,16738.414,20902.998,18649.839,9352.476,13239.047,19654.59,19737.782,10357.787,0.0,10668.56,15323.25,8199.395,17368.241,14109.723,7975.166,5416.439,10334.838,10722.234,12328.824,13254.802,0.0,11568.436,16881.434,4748.89,4185.573,2992.814,5975.95,4562.217,3279.247,0.0,5441.799,6417.604,4118.964,0.0,11302.385,6613.746,0.0,4739.811,0.0,3326.978,8821.608,9594.675,6567.597,7699.525,0.0,0.0,4657.69,8773.431,13252.207,7391.949,0.0,8428.564,0.0,7054.551,9539.751,7079.413,0.0,0.0,0.0,0.0,4295.002,11330.336,4747.578,0.0,5627.502
['1+214'],65111.207,0.0,0.0,0.0,60535.183,19650.721,42462.447,0.0,0.0,59464.861,0.0,0.0,28253.634,0.0,52452.936,32782.791,32514.42,0.0,19455.8,46236.064,0.0,27304.369,28748.33,37027.102,8210.143,0.0,101451.994,0.0,0.0,70341.131,0.0,0.0,9255.348,0.0,27044.707,33552.031,75065.988,53648.122,0.0,27954.036,32340.318,0.0,23152.207,0.0,105255.428,42371.693,59929.519,0.0,22186.141,110913.943,0.0,0.0,0.0,0.0,84138.173,0.0,29412.218,0.0,0.0,0.0,0.0,1899.624,29848.545,0.0,28043.859,49083.333,21522.973,0.0,0.0,0.0
['1+215'],35237.076,33587.255,14305.63,12723.479,9717.943,20184.322,13792.986,0.0,15823.735,7354.437,0.0,13861.543,0.0,0.0,13987.252,11714.591,0.0,12040.422,0.0,0.0,0.0,11859.335,7013.784,10048.157,11402.741,0.0,12313.823,15371.071,187200.089,141899.381,0.0,314410.16,256902.758,0.0,1788.865,822325.355,85920.752,0.0,0.0,0.0,0.0,3475746.41,0.0,0.0,50167.164,3519613.49,23170.061,0.0,0.0,0.0,2638235.19,0.0,0.0,3971377.84,1749263.93,165174.252,3327.393,0.0,0.0,0.0,0.0,0.0,0.0,531.164,4481663.33,0.0,117201.419,0.0,0.0,2612137.08
['1+216'],33327.808,29037.13,0.0,26861.786,7447.226,17468.711,21812.011,0.0,31968.181,30984.475,23962.965,25380.709,6327.261,0.0,22895.37,23834.469,6495.521,35809.981,24950.797,6513.603,6000.919,21003.372,23967.388,17424.095,33358.465,0.0,20871.844,29507.596,0.0,0.0,0.0,20341.59,0.0,0.0,5705.21,0.0,0.0,0.0,0.0,18476.212,0.0,0.0,13735.674,0.0,0.0,0.0,31527.05,13821.176,22275.392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13914.375,0.0,11875.676,15287.956,0.0,0.0,0.0,0.0,0.0,0.0,14156.476,20605.72,0.0,15845.856
['1+217'],4027697.61,4327457.67,3047765.59,4708091.98,3247806.35,4505829.13,4887719.99,4644728.87,6083732.44,6918871.3,5771622.46,6792422.1,3837552.5,9440080.26,4315553.02,4055288.73,3789636.28,5763929.36,5274456.51,4686976.62,4740826.1,4723662.94,5239696.87,5368113.76,5325356.55,8433703.57,5266725.39,5777048.9,2882268.25,2499290.46,1957406.92,3405650.95,1853711.56,2364461.59,2305702.84,2380375.0,5606833.08,3661647.92,2447633.15,4964880.07,5791086.76,3721043.51,3596388.74,2839626.63,2806478.22,3058722.09,6413178.13,4387581.74,6316796.44,4032027.02,0.0,2851016.85,4939334.06,8088494.42,7566993.32,0.0,2705282.03,2653050.86,2320341.99,3046364.27,3291844.77,1547321.6,1631195.48,1566591.51,3487014.04,3338672.83,3523320.5,3191985.62,1826539.33,3368029.75
['1+218'],298176.525,202036.299,290120.925,243318.569,298559.188,0.0,108138.847,0.0,0.0,234149.963,346960.596,409617.597,362120.671,0.0,248738.026,367098.374,255189.332,565261.092,0.0,478243.758,297516.948,172217.678,450213.909,0.0,436415.136,0.0,447657.046,722726.701,94637.973,0.0,145808.617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45001.386,0.0,0.0,0.0,0.0,0.0
['1+219'],0.0,0.0,0.0,0.0,4296.508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5376.055,0.0,0.0,12739.306,6165.432,0.0,0.0,1092489.12,0.0,0.0,0.0,603598.009,0.0,0.0,1143185.64,895959.26,724287.303,690291.788,0.0,0.0,0.0,1865803.06,1359631.67,865293.897,0.0,0.0,755485.075,0.0,8377.229,16095.735,1869846.38,0.0,0.0,263911.05,2317356.72,0.0,0.0,0.0,0.0,963655.437,1188439.94,0.0,0.0,4108.837,4160.009,0.0,0.0,0.0,0.0,21620.553,697334.251,998561.956
['1+220'],51387.986,31522.351,113992.244,22272.569,105894.394,0.0,18958.764,0.0,19887.039,22278.392,21231.591,19210.075,0.0,0.0,0.0,77519.158,204236.49,60637.007,83441.736,220975.541,237616.047,0.0,34634.868,46593.354,0.0,0.0,55257.381,33783.694,21797.417,19634.977,75880.083,30957.556,42949.714,71240.899,69192.225,62095.346,15978.019,15804.37,59866.098,15921.183,13913.207,255507.798,28767.502,96560.519,84527.615,94594.067,0.0,14343.43,12307.116,76880.852,0.0,17729.304,136548.72,0.0,0.0,0.0,21353.695,17392.197,25737.963,17454.587,18784.609,57618.299,59778.349,53682.353,10273.011,11161.273,11433.708,13222.88,59783.271,11855.833
['1+221'],97413.174,0.0,60402.621,69470.834,55112.416,101356.343,75960.53,81753.668,162551.817,52046.15,90624.952,96689.406,58940.28,0.0,79606.958,84303.967,44154.338,75073.828,56036.319,0.0,51776.081,56694.601,46200.305,74715.252,71323.612,0.0,70267.786,73133.655,67214.885,46361.99,30767.097,48098.334,32159.356,37199.257,34507.172,35083.133,47235.835,50442.979,30771.73,46161.988,52954.487,43016.3,47568.174,61673.624,0.0,48457.791,60930.768,36027.045,54435.441,32528.024,0.0,40803.544,86441.4,98633.359,60393.874,0.0,59625.775,51791.119,46211.751,43463.319,35926.755,0.0,32276.209,27339.75,25520.246,44129.991,36835.334,45157.698,23924.475,54007.15
['1+222'],1319746.87,1187621.69,854833.213,930945.99,941601.025,1410145.17,1106062.3,720334.139,1268967.69,1863426.83,1245312.08,1192235.3,1004106.75,0.0,0.0,847321.154,408068.235,974586.477,0.0,363213.82,403526.464,0.0,772221.969,1096320.99,973550.553,0.0,0.0,1056897.55,0.0,376610.959,156483.563,367927.688,152765.04,179074.755,158785.738,249635.008,521163.709,367732.424,164523.083,770308.047,975509.151,6516043.09,339937.326,13712581.4,213373.794,167957.427,916214.811,591263.553,711941.696,192920.349,0.0,7146329.37,0.0,16939224.8,0.0,0.0,724347.993,846307.357,680616.998,915816.238,711832.066,137778.792,237794.998,203779.712,705622.583,723543.149,923600.057,1258096.73,0.0,0.0
['1+223'],0.0,0.0,12931.532,34305.939,37168.327,75471.059,0.0,220080.847,151810.172,0.0,34546.566,65893.195,67096.202,0.0,71280.896,80564.367,56596.098,0.0,76331.707,82214.613,0.0,67784.862,61462.375,81016.454,0.0,0.0,0.0,141369.749,88934.934,55274.914,37818.596,65007.477,42657.511,53428.564,45217.922,54000.843,60278.919,56697.234,54034.634,58177.636,62525.346,89260.001,75405.346,18577.055,88668.153,0.0,37608.469,68534.41,100075.582,105899.57,0.0,84140.642,163534.684,119716.831,102214.751,0.0,1029702.44,1024703.44,1008451.87,1038932.0,930819.526,862029.519,741507.442,555083.002,551651.718,535428.463,544630.404,580968.803,638003.495,604400.811
['1+224'],594146.702,232570.991,0.0,323348.679,0.0,407014.861,402245.937,217969.562,200902.151,236616.37,213161.459,395077.045,0.0,208095.098,289717.341,295539.604,0.0,192714.123,241072.061,0.0,0.0,243482.526,163119.189,197463.013,315075.45,0.0,203134.539,238070.017,136602.918,141513.49,0.0,106414.396,0.0,0.0,0.0,0.0,114206.506,89081.449,0.0,146607.993,107965.449,0.0,100927.323,0.0,0.0,0.0,144783.378,84536.05,102915.458,0.0,0.0,0.0,0.0,874745.435,188632.308,0.0,145408.209,211285.246,107489.039,142045.292,146402.541,0.0,0.0,0.0,127774.903,101692.489,209712.885,226665.175,0.0,0.0
['1+225'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,47287.901,0.0,522901.243,0.0,0.0,467408.236,0.0,45442.265,8777.446,0.0,25808.838,47644.495,10397.414,0.0,0.0,26316.825,0.0,0.0,12460.438,19448.101,40349.083,0.0,13238.788,9968.979,35907.402,14493.575,17862.118,0.0,12137.452,21900.563,31386.442,19047.75,40491.052,19831.4,0.0,13774.728,15048.224,19952.431,35222.195,0.0,20067.238,0.0,21903.699,11814.999,10701.109,0.0,0.0,87172.914,0.0,0.0,50626.891,90644.337,0.0,20691.661,4972.942,21654.154,7017.769,0.0,0.0,24095.491,51441.635,13387.261,28394.535
['1+226'],168641.421,88217.945,119343.03,135470.924,139323.536,146077.531,130281.268,184205.278,124962.895,115110.231,168235.769,172909.088,101571.475,33890.884,170082.383,0.0,101356.69,11089597.6,101894.944,89096.323,0.0,145238.851,82248.077,0.0,0.0,0.0,0.0,61029.485,105131.922,74515.666,53035.924,185184.93,84901.31,93865.382,0.0,95186.053,112492.479,0.0,56865.09,151678.409,135075.788,111751.471,531804.878,89343.742,75814.595,0.0,144843.882,95563.947,132676.116,182530.223,0.0,87908.709,165848.009,405103.388,86248.253,0.0,119984.757,122864.096,157896.955,141915.634,88648.674,35391.216,0.0,81906.246,108836.356,67635.715,55406.33,123326.824,89906.261,172012.437
['1+227'],24238.671,19510.773,24573.506,26850.419,25964.643,36188.9,39347.617,13791.045,50830.253,51374.402,44282.272,46526.944,17888.623,17307.89,34256.641,37969.5,51710.901,50223.62,53326.635,46511.088,60136.767,37393.908,39838.189,32457.492,45082.078,0.0,34532.173,53227.536,24581.615,17425.918,13561.468,35155.434,13974.052,26106.435,28974.133,28249.888,47562.157,39796.224,27224.772,56857.23,55209.43,31152.153,27213.436,40964.394,28583.308,56544.124,88083.577,76016.443,77755.796,49793.967,0.0,28302.185,64809.579,120210.016,58310.279,0.0,43571.417,38817.791,33379.954,38707.82,21978.226,21094.184,22231.331,17586.96,14148.869,26135.571,40864.903,51983.622,18921.632,49345.366
['1+228'],22441.286,21339.226,16491.391,16349.054,17236.247,20244.929,27466.698,21286.372,32825.044,31259.661,28578.175,36245.866,22914.989,33454.063,13639.036,15039.551,14697.439,22142.447,13674.25,17769.266,12991.387,18005.223,16245.993,21570.201,23218.342,59.909,23006.855,23576.242,15112.384,11600.816,11249.323,15970.882,9672.964,12796.151,12679.733,12534.889,27769.852,14021.335,10252.571,20969.898,24030.953,14366.775,15001.822,15021.075,17882.55,22077.168,35176.948,23583.538,33163.447,20227.747,0.0,14683.323,27854.14,56307.708,38516.906,0.0,11175.992,19651.136,15000.48,16792.319,23944.212,10802.193,11520.757,8585.621,22983.151,23120.875,21699.791,29717.26,13976.471,26132.234
['1+229'],1050662.21,762296.876,212605.208,536300.274,172554.437,618072.122,625975.042,898165.499,1496224.97,1839788.3,711475.701,1940759.82,299966.902,320060.607,1043650.61,1419560.12,705703.721,1227917.55,774294.656,541776.386,331234.575,1077632.49,520598.39,992364.806,1231505.72,373588.476,869489.724,504343.591,1628874.05,902279.391,361857.232,1048971.32,428970.005,340806.831,383723.596,355226.207,1559029.0,1488454.05,415473.937,1860408.24,2053913.08,188978.717,1140690.32,350863.66,507798.59,935337.813,3176079.39,2509809.19,2619492.25,568002.593,1644016.24,402195.277,622733.81,0.0,0.0,0.0,909114.521,958297.365,951137.417,1404251.2,1151720.49,232122.503,163302.092,150929.958,997361.331,1099091.02,0.0,1820826.6,205341.818,1515750.25
['1+230'],41461.561,28527.265,47979.312,38796.543,51410.447,50149.269,25959.407,71379.009,38264.4,28639.799,26874.755,49399.457,62739.122,0.0,61024.525,61738.949,65431.218,80038.517,67087.12,58692.14,67947.92,63920.978,51925.03,60440.356,71374.09,0.0,73898.243,62172.124,23284.342,0.0,21990.013,20838.805,18419.421,0.0,33029.13,26612.906,0.0,15653.319,22994.588,17573.484,19261.773,40113.02,0.0,0.0,36756.842,73679.707,0.0,0.0,0.0,69774.048,0.0,58622.242,251688.192,0.0,21365.428,0.0,102585.435,86696.048,82169.523,94830.948,43798.788,80658.372,40637.243,36120.274,14329.67,17419.918,0.0,0.0,46922.252,0.0
['1+231'],34485.252,18542.018,0.0,29129.418,0.0,32597.85,36667.678,0.0,34134.114,0.0,47666.838,60712.488,29099.208,0.0,19662.235,24812.782,26876.611,0.0,26175.917,0.0,26559.149,33519.353,23951.541,32576.75,0.0,0.0,0.0,0.0,0.0,0.0,13100.939,0.0,18723.271,20293.456,24062.432,20509.723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12581.006,30876.366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['1+232'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68302.191,49251.808,65254.864,62674.244,32558.562,12562.112,13725.986,19216.375,0.0,0.0,20630.879,0.0,0.0,0.0,0.0,0.0,14598.223,0.0,8164.232,47612.31,41749.23,45875.499,0.0,34379.608,40314.886,33139.099,22146.318,0.0,13183.599,18700.177,32447.365,37912.534,34901.621,5205.905,30775.594,11217.107,39397.445,0.0,11104.988,7879.855,0.0,0.0,32234.641,49620.564,26039.86,9898.331,0.0,372685.027,358142.394,348985.252,514215.048,216002.987,296603.993,223691.207,162603.514,162014.271,74592.025,199483.148,216870.491,222218.71,0.0
['1+233'],82740.392,103747.959,51139.215,72115.772,77993.805,106042.438,89572.868,0.0,0.0,0.0,52092.199,69917.559,0.0,0.0,41280.757,0.0,0.0,0.0,43038.992,5870.413,0.0,22979.446,0.0,0.0,0.0,0.0,37954.12,25406.922,0.0,0.0,0.0,0.0,0.0,3833.765,0.0,0.0,0.0,0.0,0.0,15457.767,0.0,0.0,0.0,0.0,0.0,22719.391,0.0,0.0,0.0,5459.632,0.0,0.0,0.0,0.0,0.0,0.0,8764.533,16185.996,8847.177,0.0,0.0,0.0,0.0,0.0,13602.083,5884.587,0.0,0.0,0.0,0.0
['1+234'],120129.156,113425.274,19542.476,96743.577,22721.025,74068.08,182311.393,220155.726,0.0,216291.82,287235.665,293669.175,55948.957,0.0,0.0,0.0,34103.515,100819.981,97544.655,73603.432,66002.831,25357.384,113741.794,128845.064,186619.973,0.0,89443.003,209844.78,131934.302,93193.678,34445.363,89623.596,0.0,43352.488,54839.353,41571.035,175624.637,170137.403,42622.154,267588.111,291276.44,42993.789,94684.263,50242.603,0.0,95579.897,500394.207,329727.946,348687.043,23742.718,0.0,44578.908,90369.348,834055.204,338577.98,0.0,121167.988,125689.304,121950.441,103333.199,102478.631,21876.143,24979.038,0.0,214537.192,152911.073,204990.521,307744.591,39558.36,279764.89
['1+235'],228065.459,215035.81,45203.287,181376.671,55667.325,175705.146,200876.513,152059.006,204554.727,218250.451,209389.988,181616.501,41851.153,0.0,92203.359,123196.815,8376.61,135769.587,136347.866,13233.027,16625.082,155614.303,157154.677,154148.205,202583.247,0.0,122183.013,181334.509,65662.155,71270.562,0.0,67271.764,0.0,5070.177,4695.341,4810.234,119853.973,62276.506,6240.616,104483.161,96430.243,7640.865,68902.2,0.0,9916.264,0.0,123665.918,113255.143,110245.721,5928.07,0.0,0.0,14193.051,213892.576,83572.762,0.0,84434.961,86943.08,74083.133,83133.843,79244.29,0.0,0.0,0.0,78180.135,85868.81,97281.013,146414.467,0.0,113963.141
['1+236'],27618.754,25340.627,12337.336,25652.063,21549.064,20035.355,37634.035,40597.237,46034.265,43512.99,39666.179,42946.453,18467.179,0.0,26193.966,25842.348,21217.118,32789.778,16046.497,15817.334,11626.603,26257.953,25881.082,24383.528,27095.978,0.0,34769.199,50698.91,19843.569,0.0,0.0,0.0,5480.893,0.0,0.0,8225.638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['1+237'],15523.247,16179.406,0.0,0.0,0.0,17697.833,0.0,14582.064,0.0,0.0,38374.264,43677.026,0.0,0.0,0.0,0.0,0.0,17556.827,0.0,11438.348,14818.83,0.0,0.0,0.0,0.0,0.0,19738.405,19996.848,17188.475,11394.557,0.0,12415.312,0.0,0.0,0.0,0.0,22924.958,17420.589,0.0,35323.264,22424.262,0.0,0.0,0.0,0.0,14983.82,40367.363,34215.582,59350.358,0.0,0.0,0.0,0.0,0.0,68037.494,0.0,54264.603,72198.235,69585.437,34914.362,47386.304,47780.568,41846.159,0.0,30951.019,29095.233,56441.374,38016.222,0.0,22806.231
['1+238'],20605.103,0.0,18328.059,9886.364,14018.101,26181.406,19570.849,0.0,23765.032,0.0,33577.918,11738.696,0.0,0.0,8154.314,17846.36,0.0,7987.094,10383.171,0.0,20089.104,0.0,18029.25,19252.54,19805.269,0.0,11099.271,20958.383,0.0,0.0,0.0,0.0,5649.551,5755.155,10837.05,0.0,6374.178,0.0,0.0,0.0,7020.145,0.0,4666.519,0.0,6384.8,7854.646,0.0,0.0,0.0,15325.746,0.0,12795.269,0.0,0.0,0.0,0.0,10069.258,6427.71,0.0,7878.905,0.0,12208.738,7489.395,6859.085,7392.754,6409.106,14222.754,8345.541,0.0,9317.979
['1+239'],0.0,14183.714,25287.01,0.0,26022.199,0.0,20002.194,0.0,21351.671,0.0,23232.427,0.0,29391.201,0.0,31143.207,0.0,60841.4,35345.637,30201.475,69067.892,91443.761,25953.996,21599.269,29172.997,28629.198,0.0,34234.787,17639.812,14363.53,11746.24,39821.604,15653.589,28990.292,34474.393,31385.481,33523.197,17858.074,33771.194,51862.513,25020.147,26290.428,61553.0,13605.915,25914.866,24991.554,55914.719,0.0,0.0,26665.566,51817.22,0.0,55277.812,132030.452,0.0,16229.502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['1+240'],31063.31,13690.267,21158.962,0.0,0.0,24106.663,0.0,0.0,42658.625,45328.888,24820.795,0.0,7260.61,0.0,16534.397,17815.192,20799.782,20409.554,19893.751,0.0,0.0,0.0,0.0,16901.68,0.0,0.0,0.0,0.0,23540.38,12306.109,12960.711,12947.705,11217.3,0.0,0.0,0.0,34086.196,24351.506,12401.543,26240.088,0.0,31862.861,22500.425,26269.461,29185.922,0.0,16524.783,0.0,42395.606,17566.195,0.0,28921.921,0.0,99199.647,51521.583,0.0,0.0,0.0,0.0,0.0,24846.208,17502.257,8594.801,0.0,0.0,20655.679,18188.272,0.0,16129.618,32741.653
['1+241'],4875075.13,811.204,5174377.6,5646220.27,3717041.18,7379476.31,5055600.57,8050138.19,7777691.47,7766085.29,7328065.41,8019821.04,7277775.13,0.0,11347283.1,9960169.26,12601587.2,10661460.8,10965713.7,11493499.0,10806214.5,9330990.44,8629057.48,9227247.21,12938243.9,0.0,657429.329,10440019.3,5001181.49,4948645.41,0.0,5180310.56,4369507.5,5681644.05,6343472.89,5290662.97,5291892.11,6492499.88,4972657.34,7429027.72,7833852.43,0.0,5228459.04,0.0,0.0,8796067.18,7164887.79,8224549.82,6565248.29,7926952.81,0.0,6755852.27,0.0,0.0,7941275.31,961734.182,3815075.26,196.105,4867723.42,0.0,4126777.73,2757468.24,2500647.25,2327577.06,4426499.99,0.0,5180743.21,128684.627,0.0,0.0
['1+242'],42714.557,48168.324,3771.935,37286.61,6088.903,59839.986,0.0,105370.422,75723.107,69491.108,65910.704,78799.157,0.0,14724387.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29493.55,0.0,0.0,38881.966,0.0,19586.529,0.0,31673.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10788.769,0.0,14250.065,32130.379,0.0,10874.843,0.0,0.0,17157.898,33740.882,0.0,22350.602,0.0,0.0,0.0,0.0,35306.665,38922.326,0.0,35021.514,32623.85,32478.471,31442.693,40720.606,0.0,3851.515,4263.582,56409.292,64266.815,47966.495,84797.548,0.0,52268.35
['1+243'],24755.875,24194.319,20145.067,14119.323,19128.682,26228.549,23585.722,20736.923,25405.064,25597.467,19524.999,21334.513,26447.199,12512.86,20348.297,22714.468,24134.32,17805.847,25789.928,20926.444,27108.926,23152.849,24190.297,23278.787,30231.372,16218.795,27138.523,15842.984,17681.556,15858.789,6996.189,17293.583,14334.891,14266.415,14114.787,13823.191,18362.267,16853.042,13943.676,18407.798,19779.293,24183.597,17199.284,22356.928,19104.572,18035.073,16940.786,20178.876,16067.786,16408.754,59456.859,14812.301,29297.686,42666.586,22512.203,202437.601,13617.189,15495.517,16261.143,17244.012,18862.942,18899.915,14446.864,12749.822,15974.033,16144.182,13065.984,19934.363,23312.932,19292.422
['1+244'],133648.977,127209.319,0.0,122450.593,36156.987,235043.025,193496.492,0.0,179463.159,227704.299,200757.588,251776.254,0.0,0.0,0.0,103319.581,73939.66,87003.81,47400.977,0.0,26657.159,37154.628,60710.561,131789.223,144285.599,0.0,166312.554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25734.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35380.997,0.0,0.0,49630.515,0.0,0.0,35224.508,0.0,0.0,0.0,57025.638,0.0,0.0,0.0,0.0,0.0
