,63,10,73,72,60,18,69,43,42,35,51,32,30,56,15,1,6,70,20,37,22,78,74,65,34,23,48,28,12,3,7,54,64,4,75,29,27,62,40
['19'],5559.56938889,6148.0,6555.32885996,4180.39088061,3152.07254586,3046.94126627,5274.44362475,5575.20220077,5341.91842594,7559.42367155,6218.69452234,8212.23776629,5433.75017128,3160.979545,3977.96425419,4909.87032953,5651.34882165,4291.33896905,6425.35861804,6376.45474282,5162.69413791,6454.53332779,6278.26940871,5534.10731257,8258.56347712,5016.87860511,7063.01663706,5547.13388716,6446.61218048,5212.23412932,5588.63933662,4194.60000983,5384.89566747,5514.79139809,5349.84464447,5505.74634995,6909.21747044,5577.41062891,4894.9455731
['20'],18048.22422716,19609.0,15753.15257552,18521.99258557,14797.41694083,18449.27867055,17380.37553335,16621.72793724,15477.02012035,14106.05318278,18692.37062476,14828.02184344,18097.01980123,15468.21265814,20660.7843528,17618.84794538,16882.51040391,17832.308273,17887.5698122,16859.3749233,16782.45252367,16993.21220282,15259.18431527,18974.74545844,15071.50664749,18123.12362028,17993.67949061,17411.33295939,19630.41146266,16506.88582583,16213.57112839,17625.04783323,18353.40404231,18235.23553663,14528.8589146,17061.80153008,17784.96892673,18047.16657326,16188.58312492
['21'],55239.82634595,51764.0,48813.93610712,48662.93570844,59105.29751317,44242.2774319,48429.74868876,45863.0013965,43692.27308297,49726.9567854,52264.70286917,50487.70904885,46592.3535397,56360.43684666,46040.99163084,56516.65120298,57955.30986043,47721.76973778,48802.93828982,43338.21659253,49584.15691743,47906.0493095,48391.70474151,53225.15919304,50186.12712084,47941.78709862,43223.44837134,45306.88503584,53205.30584051,56825.38511388,49256.09405003,52628.53602146,52702.30151334,58785.65145939,46151.57075141,45177.87455363,45201.93558304,52777.77970839,41959.0670347
['22'],986.09748194,1544.0,0.0,1051.12360322,1319.55071245,456.05512481,1423.37725216,1816.16435328,1460.44212285,1207.25963171,1221.28628748,1316.49103802,1559.98525627,1421.79744799,536.21059602,580.29072071,1196.37895177,1147.28049909,1103.53394042,1099.26554494,956.55998457,0.0,823.94811859,492.12699256,1601.16173217,817.46159767,1462.28815856,534.07605496,2142.9900439,942.38206372,1626.05793736,1717.16082765,926.32202677,0.0,1369.21822978,813.95326131,799.2181742,888.34672954,0.0
['23'],74775.80649465,68938.0,0.0,69722.08706111,73385.24358637,68252.96346225,64986.44398482,0.0,60705.50721874,58435.18803945,72225.98654472,58522.19275093,64303.5449264,82396.70052092,69842.07153162,71293.9071139,74143.42712017,69053.02858179,67940.63262964,61638.66552382,0.0,65898.17738447,0.0,75156.14863745,0.0,67298.1099291,0.0,64551.76572531,67562.82025084,71545.03828929,61592.55331595,73368.56587229,70995.71957135,73084.07769032,57948.10033503,63977.42004927,63572.13083555,74243.32264961,0.0
['24'],315966.75567566,288878.0,289571.02676549,287853.81427192,314723.53181817,300492.25657215,298354.08174102,285654.91374317,284134.82010589,278447.57717856,317753.29106268,279759.34491261,291723.19706561,323086.85025133,320913.06211366,329530.60781722,323153.05529572,289638.86548363,296981.97514003,300294.81289098,302433.32962963,290316.61971214,288980.96778752,321105.89858451,286131.03259894,301505.52886992,284750.59605587,296685.48508578,285074.75305522,330853.36956223,288673.36049625,320415.84637537,322283.92926045,325023.58140508,283843.45830904,292388.42927042,286869.66897024,321905.99523248,284248.71245463
['25'],12193.62916556,10747.0,10945.27999103,10057.4608376,11739.83907515,11247.30544286,11417.12328911,10892.42002453,10268.31357006,10359.50164416,11086.83011395,10299.7370578,10266.13198042,11856.89003007,11431.03497875,12434.10306394,12166.06389715,10628.40654359,10939.17597903,11023.62067604,11033.99335358,11225.57906684,11647.68457921,12051.30793339,11351.09299411,10721.59275455,9823.93912646,10688.32461577,10823.91581495,11338.98418606,10618.52157651,12548.57038974,11521.92329193,11659.14644809,10219.66898179,10855.40791258,10960.87528549,12089.68422736,10450.91798428
['26'],15257.53391447,13532.0,17379.84967749,13293.62204074,14638.80087054,16426.61256296,14804.56847551,16012.15423224,15744.66599893,13685.64805964,15454.88469091,13765.94130981,15366.45018853,15541.12534778,16415.99760107,17142.39872207,15640.49637873,14225.25838385,14831.4492503,16093.58104963,15552.91466002,14626.3171351,15940.82499393,16109.03426827,16243.78577283,13993.77474978,14257.89822883,15546.03548507,12918.13078279,15836.83191224,14640.93165152,15252.1611303,16385.40232665,16853.91935399,15212.85731663,14555.195464,15152.04159841,15746.31450746,16979.90277556
['27'],2222.45020378,2515.0,1743.90453508,1752.22199859,2327.49396766,1906.80345426,1890.61107097,1400.64969295,1875.96540467,2284.12623057,2360.92669502,2048.61558997,1916.04295981,1989.01528357,1957.55351561,3172.66316143,2672.73524586,2315.97690083,1845.86867399,2063.95145112,2502.29722481,1834.83847846,1918.16078697,2731.07267334,2138.69459939,2165.10543154,1708.35758299,2322.26700754,2290.35303965,3123.54054991,2008.53411448,2216.05798406,2353.29630712,2888.31235494,1648.92471918,2157.43861592,1918.83298332,2041.04184732,1873.10859904
['28'],3750.38471887,4089.0,2728.9205386,3266.5526134,3384.93443629,3629.95227718,2998.48507435,2223.68834707,2799.89364306,2990.04713254,3471.08386814,3121.80575261,3169.98530703,3905.11787751,2979.94548936,4527.4892862,4536.37297382,3449.99993638,3404.41979708,2584.40545236,3490.70462861,2348.2672659,2518.48292852,3709.52327411,2839.77470069,3530.26629964,2198.14170051,2990.1455561,4048.33131295,4139.38788204,3943.35075349,3576.37665428,3712.20956682,4842.1707127,2204.67342084,2956.3614903,2591.54768912,4122.92722243,2887.95812079
['29'],4017.859356,3756.0,3010.69194345,3367.15866117,4144.2666877,3192.38587365,3307.96726877,3174.57766592,2923.32850031,3689.22356729,3641.17945135,3722.8366822,3139.02376759,3460.13602162,3348.10922394,4610.56248411,4654.77748863,3549.94081541,3711.67366784,3577.67464464,3413.36089621,3037.49593294,3147.50573023,3902.19563441,3751.29320107,3457.86255813,3028.18449584,3475.46307525,4226.82733598,4751.17623793,3652.75432841,3862.75953222,3834.48868866,4455.82111485,3250.21383537,3106.66535958,3229.97640815,3902.82598931,3195.16227519
['30'],961.99032581,1256.0,1153.13171566,824.75999575,768.33174476,1374.32828151,859.80656349,1198.59998174,854.26698232,1333.15635308,961.60703044,1125.405419,852.63316297,955.37068338,950.55514749,1491.65256839,1164.31106234,1340.02362294,1091.80669345,1277.91108312,1319.39308217,828.93718063,987.78105364,1368.43802884,1569.13849752,1152.62085271,805.31811631,1201.95460351,772.09907635,1056.37989401,1272.42772891,825.05543407,1672.68610065,1589.61912846,891.64077408,0.0,1075.87061911,1268.41844653,1393.77449041
['31'],10149.89002585,0.0,9750.46175672,11922.86463993,9723.95256474,11719.38412611,11085.05933731,13853.53274132,12332.48657884,12735.80226002,10742.1030653,9631.93057944,12146.43315379,10089.41557288,10767.82713631,6829.60350271,9259.95659264,12055.0738142,10524.03143609,9980.02702527,10512.1112898,11251.19229433,10160.17266616,9434.88746303,12004.13824344,12009.24751035,13373.26819815,12640.06214768,13733.81609732,9200.89154687,11257.40636399,9347.5132764,9681.39610164,7804.78203339,10218.44755607,11172.36377578,12360.46750894,10425.31046971,10954.15903099
['32'],10791.97023022,12176.0,9217.95024448,11174.60715967,11053.62770721,11332.35356073,9062.89103194,9261.18252557,9264.9470572,9896.38156198,11163.94011167,11230.72396908,10083.93522911,12866.94523067,8492.1391044,13224.52010878,12267.20108689,12263.15377918,9596.4062003,8716.71129299,10379.98385164,9397.72601405,8791.96889388,12305.49616775,9846.00096587,10060.61666272,8177.98192382,10835.73414262,11508.84241493,11038.78989964,12386.67261878,12056.49187328,12463.24181478,12981.11374672,8824.80081193,9486.48651855,9310.41881925,11958.07730446,9676.3331903
['33'],3709.0581655,3759.0,0.0,3416.41370538,3405.18329633,3793.88560582,3511.47890634,3674.56508687,3492.83982185,3666.7420099,3175.5530852,3882.81533999,3932.11550856,3355.0559689,3582.86170976,4554.36590906,3872.81433871,4179.16043136,3691.73734798,3884.94497032,3778.46880946,3307.59905921,3628.24178782,3670.06026056,3872.52401794,3793.02181318,3742.84545578,4003.86953303,4282.86678507,3969.65777917,4330.10040744,3566.14869435,3971.76430658,3787.85524389,3411.44203014,3798.06315825,3702.8865704,3547.71420598,3423.47353391
['34'],130023.66855932,142738.0,103086.8972049,125371.90319097,135939.59692594,116376.63978068,118410.05516487,108214.17244655,100429.53296037,116204.92198022,150643.45231846,123679.05594833,107454.40427478,140114.60008941,120313.85598219,152647.0011632,149743.47644863,130132.20274366,130640.35858579,105691.46426907,130799.62557211,102363.26366869,0.0,132918.39371237,0.0,128189.65653706,107286.26905073,107667.91840833,139842.29413342,145841.22421621,138041.8488638,145655.24087236,139202.09087279,160153.54534102,100757.85032222,106420.92036568,102673.52532559,135535.84336084,111424.26168421
['35'],1189.28636938,1420.0,1163.78693685,828.9519144,905.57401835,1125.346835,0.0,1259.10074272,911.7069654,1362.38237768,870.88938606,1277.60733648,864.54144737,1079.75115394,1164.7828258,1782.40876108,0.0,1262.51845145,1460.04224849,1314.83116101,1505.9279662,825.44446779,0.0,1381.2054744,1446.76399371,1229.69580335,947.77936203,1054.54507667,1021.16329453,1161.51122639,1223.28274526,1017.11379268,1538.8712126,1773.48429852,920.95499131,1005.87974054,949.36715071,1149.29149046,1149.92372194
['36'],7235.59072025,7987.0,5801.17598227,6232.33506317,7625.9456775,6056.90509,5852.46484391,5302.37801445,5091.38232955,7826.95420446,7690.58830242,7235.70137606,5776.70876198,7474.62293359,5433.94278644,10740.87582414,10156.8872864,5903.6504971,7310.76576472,5303.39054348,6326.26234745,5588.34054354,5770.02855182,7333.1564599,7457.98261104,6677.49345066,5539.5054638,5456.42033218,8158.92868045,9965.94365236,8526.65466366,7499.36750606,7802.79226538,10326.70581698,5986.2074435,5548.52514352,5171.27262418,7217.95899535,5135.21030087
['37'],1369.51606049,1669.0,1330.71873552,1387.52507544,1229.55577895,1490.19093484,1414.94777605,1150.65598247,1275.90090064,1329.78411947,1264.37716856,1287.60600259,1396.84176001,1284.5500322,1364.89969896,1569.8391076,1713.16532372,1387.95445268,1301.72441431,1101.64748545,1449.05757473,0.0,1195.86083975,1361.47396763,1438.75818505,1434.06120276,1051.38754074,1474.09526846,1391.64631906,1384.44031673,1545.93024662,1379.63815008,1296.62012216,1696.6798604,1200.66148071,1381.63941373,1573.60856488,1125.46609924,1140.3609467
['38'],18412.12748884,20513.0,13979.6502038,16837.88926516,18559.20516115,17856.4070083,15845.00666998,13293.04455938,13816.14912039,16168.73607309,20169.93425762,16556.68011783,14879.40135661,21156.47469553,14766.31619801,23024.71413304,22298.2835763,17688.51578378,16483.81834919,13300.75580273,17390.96571243,13229.23199922,13472.56822067,19382.14303955,16217.48097294,15880.94323811,11983.22775996,15018.76294673,18966.24021419,20100.35076504,20965.67737372,20177.49205487,19949.95408597,24649.56982368,13874.17472979,14750.59049405,13701.38967572,20958.4024711,15245.45441743
['39'],187116.3020483,185362.0,120901.24312432,170942.25091027,198455.70241878,152026.59214495,152870.95772415,114038.22683401,114422.89053917,129861.34401526,188098.49974238,128151.7925889,136340.32974155,193322.63535455,189139.9495424,206080.17072604,217549.79526551,155530.44348134,173137.55617672,125502.06348313,162557.18957843,121273.9752205,127386.68423317,179634.47702267,135890.59620894,163174.67731265,105036.32326086,140610.5459001,175221.86632547,220423.67136141,164148.51887522,197143.92758202,187534.64414526,233350.50228131,109225.99482452,146341.62804546,128214.22091318,175438.83547425,110558.8305255
['40'],21968.50699881,28096.0,26054.38364118,26829.32738391,21467.16644989,28115.18215361,26574.52555048,24850.97295472,18731.54511881,18740.62623822,20631.46027341,24836.6866211,27055.62215463,22178.32459594,29540.32919883,31086.47932452,31235.35768404,27079.89899812,27148.57674899,28019.95717861,28617.18098919,26265.20055464,20636.97051164,22706.32159307,26565.56051054,26922.51381803,25283.92770142,20838.03749884,27538.20038978,31192.33965215,26764.78544468,21498.03532537,22513.20133814,31879.66033989,18921.10579622,24764.29673869,25545.42468921,29835.06251191,26914.43089719
['41'],947.0668482,1238.0,607.34760794,765.02515489,971.94528181,981.13480904,841.74340039,478.2984689,661.17086901,968.9551234,1149.84614253,771.00825349,744.26777494,1213.78183343,738.89307011,1461.11095151,1174.17810524,715.90303143,856.08902923,585.95736523,1011.15556039,811.47361643,687.61998286,1124.6958863,972.13390882,963.43688297,399.12696115,881.05540276,1254.66099907,1342.64111229,1165.59080793,1047.79767246,918.24699043,1510.48728312,697.43408493,773.48683497,677.44380742,1372.79635089,595.28275834
['42'],2074.36338751,1796.0,2415.18347017,0.0,2082.25777387,2334.50920644,2127.840613,2207.70701398,2634.90645763,2234.66680432,2246.39566899,2311.91379757,2213.75006978,2297.82196911,2421.92728536,2621.69239293,2458.12706276,1936.60948247,2280.94953679,2464.11745665,2271.40343543,1952.4264774,2455.10230402,2320.19306162,2168.43046013,2333.2689602,2465.40370695,2231.55345256,2169.97200087,2600.41717314,2400.62561449,2242.19610387,2239.09222163,2403.04795042,2613.85103634,2212.93542919,2505.24158451,2609.44760913,2528.15870259
['43'],4901.78841432,4329.0,4496.50334299,3839.79748973,4818.10375229,4889.65048678,4649.45818155,4241.90241156,4870.17728835,5093.19682614,4271.6670798,4431.63101322,4943.12885404,5208.96832755,4982.39702138,6434.50784415,5640.24839839,4224.03184643,4539.61730433,4564.98898566,4970.47221474,4190.09117004,4743.97995131,4400.12601131,4452.37330237,5199.05576116,4198.48596895,4703.49782583,4420.88987264,5298.36582331,5112.14666904,5177.62060276,5015.75114871,5769.64248823,4736.68893407,4669.82560005,4809.49635006,4836.55441641,4839.95961551
['44'],17437.50960505,18136.0,16336.82191415,15916.7151403,15697.36627584,17322.69925414,15713.7476848,14959.66929589,14421.10213362,17902.06414766,19435.12133814,18437.54030971,15816.58333881,18122.02011197,18483.871957,20873.36264005,20923.06447195,18639.99374436,17190.97134184,15218.21791254,17521.76761281,15225.89950592,15315.38977474,18127.45134389,19606.22541037,16308.35887346,14161.35424413,15517.68749914,18884.2565757,19745.69084859,20099.22994454,17594.36395345,20839.36166087,21913.70264138,14979.56500451,16051.2970551,16337.86383025,18271.80597613,14817.52022569
['45'],7514.54495554,7261.0,7463.39048821,7211.14806956,6841.86481938,7554.49151335,6664.10297246,7978.10978321,7308.32125077,8107.9736718,7237.00008052,7419.01025477,7247.38188526,6996.40146918,7662.167201,8054.43520343,8246.38110466,7741.33890543,6787.7305496,7410.21692376,7340.83013133,7229.91557821,7895.07326406,7697.60899684,7729.03641856,7332.63053108,8188.57821483,7694.77730136,7561.17455683,8041.9136056,7955.0771364,6980.0144298,7694.35606299,8017.9178588,7263.81874444,6846.91933734,8244.00640338,7612.77976404,7302.37423836
['46'],10669.13852991,9722.0,11668.65111862,8141.75401139,8833.00272308,11736.64026597,9455.46377662,10473.48079281,11290.0119924,10714.71025088,8986.71664652,9789.80508611,10310.19263269,8638.00923153,10159.77971403,11282.07327525,10588.57041333,9840.0973651,10880.53974415,11877.54634855,11142.04709738,10676.05891339,10986.37353482,10420.55693209,10934.79094374,9895.9565409,11248.55158367,11797.29782543,9275.56659195,10580.26529336,10318.30982854,9808.61356945,11850.69262896,11699.87607437,10548.23249991,10219.50692718,10665.30643409,10501.3248131,12035.94797938
['47'],81168.79470996,82836.0,72237.66402736,70831.89752553,72040.9442672,75383.44696767,71265.19947785,76677.29464131,72447.70631195,77043.17308908,78561.4800342,78320.66261471,75323.47130928,74059.99225688,74602.54407186,89797.24028411,85116.81220664,75320.74942394,71477.57031754,76298.31838698,78161.52863258,69924.11105105,69606.27603875,79788.41002261,80032.92549537,74389.00538773,71713.34278434,75252.56345489,83167.73128722,86246.95846887,83638.3519608,78747.3363536,86011.82644871,88120.29200869,67818.44156149,73942.56658228,74456.15821968,81076.67175822,74587.25613443
['48'],4824.87510665,4379.0,1877.68675671,3121.93141974,3740.41442362,3678.02295249,2708.2702539,1472.56569185,2308.59846868,2238.03903793,6862.78979744,2363.01809103,2636.49416595,4078.82163812,3989.50945841,6297.68140053,6379.04323561,3297.02920317,3274.24735565,1779.30956029,3669.27765783,2114.25550564,1820.10019811,4376.91247393,2501.24336303,3238.31572904,1556.47741193,2676.04987197,4543.34644658,6240.74788704,4646.33769355,7012.97118956,5015.75114871,7148.63126366,2067.87374043,2754.02935859,2052.43010415,4455.34815699,1834.8574981
['49'],217233.02782107,221072.0,180667.56270327,199610.7826049,214965.27296946,199229.53014384,183059.32010519,187600.3030466,190196.00523295,210343.07130675,218102.22665094,211025.18117308,178161.03372255,205695.27543928,181153.23382276,215032.52946573,215215.00623902,200197.89757931,203990.77024537,190115.77270279,218962.38124913,176122.37341774,183877.95444233,214607.9924468,208398.06156313,209332.0625238,188207.78871762,187084.2340369,215885.75101319,214400.78599448,206646.10930387,213106.36370721,213291.70294204,221862.42026359,183229.73622153,182917.49654205,182168.54132401,219909.49544608,190425.93393622
['50'],3764.16023667,1980.0,3749.45394609,2084.43155215,1870.76968014,1930.22250121,2266.32486342,2066.15806376,1861.29987708,0.0,2501.53904381,3166.24426866,1624.28999203,3841.85539679,1559.88537024,1600.38072448,3430.03078852,1519.50928324,1940.8593745,1915.0801693,2202.02155783,1940.78410127,3587.58251926,1492.63045385,1317.52736818,1394.35592516,1711.88967999,1839.21732726,1944.77643693,2131.7594264,2026.69639105,1614.88122838,2259.85660081,4189.33298863,1504.79648447,3633.88508566,2020.5086682,2029.69642293,1329.22575758
